滑坡隐患点 48197
103.4408 29.7239 5111260006S
103.0733 27.675 5134300056S
103.1242 27.5194 5134300072S
103.0056 28.3464 5134360023S
103.11 28.1539 5134360035S
103.1975 28.3239 5134360038S
103.1144 28.3931 5134360070S
103.0281 28.0889 5134360095S
103.1728 28.5519 5134360122S
103.6608 28.595 5134370035S
103.4769 27.9658 5134370046S
103.51 27.9378 5134370054S
99.9647 31.5842 5133280002S
99.5628 29.335 5133360005S
99.8994 28.7275 5133360009S
99.8603 28.7469 5133360023S
99.2497 28.3758 5133380015S
99.2547 28.4194 5133380016S
99.3372 28.9283 5133380018S
102.5956 26.5531 5134260009S
102.6239 26.445 5134260018S
102.6231 26.6367 5134260072S
103.1333 27.525 5134300073S
103.0178 28.2058 5134360064S
102.9503 28.5353 5134360114S
103.3189 28.0108 5134370058S
103.1364 27.4711 5134300069S
103.0264 27.5186 5134300071S
103.6208 28.2678 5134300079S
80.7111 41.8078 6529221002S
80.3789 41.7325 6529221003S
80.6739 41.7931 6529221004S
80.2903 41.7067 6529221005S
103.5442 30.0083 5114240002S
103.36 30.0789 5114240025S
104.6319 28.8908 5115020004S
104.7 28.84 5115020027S
104.5989 28.7758 5115020031S
107.5178 31.3469 5117020087S
102.7478 29.7739 5118220002S
102.7603 29.9189 5118250002S
102.9892 30.3286 5118260054S
109.1553 34.9447 6105280002S
109.1136 34.9344 6105280003S
109.1064 34.9756 6105280004S
109.1672 34.9739 6105280005S
109.3961 35.0767 6105280006S
109.4014 35.105 6105280007S
109.3114 35.0872 6105280008S
109.2839 35.0997 6105280009S
109.2481 34.7025 6105280010S
109.1283 34.7692 6105280011S
109.2711 35.0278 6105280012S
109.1856 34.7442 6105280013S
109.162 34.7544 6105280014S
109.3986 35.0869 6105280015S
110.0133 34.5358 6105826105S
110.0017 34.5192 6105828202S
110.0017 34.5192 6105828203S
109.9683 34.5222 6105828204S
109.9167 35.25 6105251567S
109.8925 35.5853 6105252568S
109.9167 35.3306 6105252568S
106.9983 33.7514 6107290109S
109.4139 33.7233 6110260025S
109.3689 33.5339 6110260028S
105.7589 31.1256 5113250059S
105.6436 30.9869 5113250062S
105.9058 30.8958 5113250070S
103.4228 30.1083 5114240023S
104.8569 28.6692 5115020016S
104.62 28.78 5115020024S
104.82 28.76 5115020051S
104.5569 28.7778 5115020061S
104.3858 28.7689 5115210005S
105.0558 28.6289 5115230012S
104.5094 28.2106 5115270008S
105.23 30.27 5109040008S
105.0817 30.3017 5109230019S
103.5583 29.365 5111110008S
109.3764 33.4939 6110260029S
109.3097 33.5631 6110260030S
109.3267 33.5217 6110260031S
109.4511 33.7878 6110260032S
105.7031 31.0247 5113250011S
79.4839 36.9883 6532221000S
79.3853 36.9222 6532221001S
79.4131 36.8694 6532221002S
108.1328 33.3442 6109230141S
108.1331 33.3444 6109230142S
108.1472 33.3542 6109230143S
108.1475 33.3544 6109230144S
108.1478 33.3547 6109230145S
108.1481 33.355 6109230146S
80.3197 41.7242 6529221007S
80.6456 41.8067 6529221008S
80.6436 41.8092 6529221009S
104.6894 28.1386 5115270015S
102.6167 32.0167 5132330002S
102.6167 32.0167 5132330009S
102.6 31.8 5132330004S
105 28.2678 5115020001S
100.6908 31.52 5133270002S
104.4658 30.985 5106810001S
99.4839 28.1186 5133380003S
105.5353 28.5386 5105030004S
102.1586 29.1525 5118220001S
102.0678 31.5258 5132290019S
102.1317 31.8886 5132290022S
101.6908 31.8658 5132290037S
101.185 30.9456 5133260017S
100.1756 30.5958 5133290008S
107.4681 31.3792 5117020089S
80.5603 41.7689 6529221000S
80.5761 41.7686 6529221001S
102.9858 30.315 5118260046S
103.0258 30.3814 5118260051S
104.9383 30.52 5120220001S
103.6128 32.7356 5132240007S
102.0111 31.5233 5132260034S
101.7258 31.6911 5132260035S
102.0075 31.2181 5132260039S
102.0794 31.1558 5132260043S
103.6583 29.3825 5111120031S
103.7306 29.4783 5111120025S
103.7236 29.4869 5111120026S
103.8372 29.3503 5111120029S
106.9042 33.7197 6107290111S
107.02 33.7181 6107290114S
106.9003 33.6381 6107290002S
106.965 33.3361 6107290006S
106.9956 33.4039 6107290045S
107.0517 33.3897 6107290047S
106.9072 33.5403 6107290052S
106.8664 33.6817 6107290099S
107.0161 33.7219 6107290116S
104.3111 30.5306 5101120251S
104.3228 30.5939 5101120302S
104.9339 29.1619 5103110004S
105.4792 28.7386 5105030008S
104.6775 31.2531 5106260014S
104.2728 30.5489 5101120003S
103.9795 30.3822 5101220003S
104.0564 30.3336 5101220020S
105.3717 28.1506 5105240004S
105.3711 27.765 5105240025S
104.4786 31.2872 5106260020S
104.475 30.9769 5106810013S
104.7825 31.5775 5107040008S
105.5686 30.6069 5109030035S
104.2739 30.5481 5101120004S
103.6697 32.8269 5132240010S
104.1247 32.6936 5132240024S
101.6097 31.7825 5132260010S
103.3783 31.9058 5132280036S
102.0317 32.3025 5132290053S
101.06 30.63 5133260001S
100.2244 30.6442 5133290007S
108.1208 33.3483 6109230147S
108.1211 33.3486 6109230148S
108.1214 33.3489 6109230149S
108.1217 33.3492 6109230150S
108.11 33.3761 6109230151S
105.7656 30.945 5113250005S
105.7806 31.1831 5113250035S
105.9358 30.9431 5113250039S
105.8156 31.2106 5113250077S
103.3181 29.995 5114240011S
103.4592 30.0883 5114240031S
104.5978 28.14 5115020010S
104.3733 30.6767 5101120091S
104.3453 30.5981 5101120304S
104.2672 30.4939 5101120305S
105.4247 28.0886 5105240009S
105.5372 27.9361 5105240010S
105.16 30.61 5109230013S
103.2733 30.0533 5114240013S
103.7739 29.5358 5111020006S
106.2667 31.0225 5113230003S
106.2558 31.0797 5113230009S
106.0111 31.1022 5113250007S
105.71 31.0228 5113250010S
105.8039 31.0733 5113250027S
105.9006 31.0675 5113250019S
105.7761 31.0189 5113250054S
105.8517 31.16 5113250069S
103.5239 30.2158 5114220006S
103.8431 29.3811 5111120028S
107.9111 36.8778 6106260089S
108.8861 36.325 6106260008S
108.2017 36.9419 6106260010S
108.3656 37.105 6106260077S
107.8286 37.1289 6106260049S
103.7914 29.4942 5111120023S
103.8228 29.3628 5111120032S
103.8519 29.4981 5111120034S
103.8525 29.3836 5111120033S
103.7658 29.3247 5111120005S
110.4583 38.1303 6108280002S
110.2933 38.165 6108280003S
111.0322 39.1656 6108220001S
111.0989 39.2311 6108220003S
111.0356 39.2247 6108220010S
109.3017 32.5281 6109260219S
109.2675 32.5892 6109260224S
109.3072 32.6039 6109260218S
109.2975 32.5831 6109260233S
109.3 32.5614 6109260217S
109.3208 32.5592 6109260229S
109.3089 32.52 6109260216S
109.2747 32.5344 6109260227S
109.3275 32.5869 6109260234S
109.0831 35.0794 6102020014S
109.08 35.0775 6102020015S
109.0781 35.0769 6102020016S
109.0772 35.0725 6102020017S
109.0853 35.0736 6102020018S
109.0575 35.075 6102020019S
99.8828 28.7442 5133360007S
99.8894 28.7133 5133360010S
105.1995 30.64 5109230015S
103.775 29.5489 5111020007S
106.3775 31.1378 5113230013S
105.9544 31.205 5113250045S
105.72 31.1908 5113250048S
105.8842 31.1856 5113250063S
103.5389 30.0078 5114240003S
103.3731 29.9642 5114240018S
104.6069 28.8967 5115020043S
104.56 28.7775 5115020060S
104.5689 28.7942 5115020062S
104.3819 29.1658 5115210007S
104.1119 28.9419 5115210011S
104.6578 27.9103 5115270004S
104.5825 28.1317 5115270020S
105.2814 28.1897 5115280009S
104.4892 31.3339 5106260013S
104.6014 31.3358 5106260015S
104.7914 31.5644 5107040009S
105.1042 31.4414 5107040012S
106.9908 33.7461 6107290124S
107.0072 33.6656 6107290142S
107.0103 33.6694 6107290144S
107.1295 33.7464 6107290153S
107.0639 33.7656 6107290007S
106.9811 33.7706 6107290008S
106.9781 33.3494 6107290009S
103.4008 29.9892 5114240017S
103.5128 30.1142 5114240027S
104.5 28.8117 5115020003S
104.6881 28.77 5115020038S
104.6111 28.8917 5115020042S
105.0845 28.5353 5115230008S
104.5047 28.045 5115270002S
105.4156 28.7297 5105030010S
105.4744 28.1689 5105240003S
105.3342 28.1378 5105240005S
105.3461 27.8392 5105240022S
105.3242 27.8211 5105240037S
104.9958 31.7042 5107040006S
105.6997 30.5439 5109030015S
105.6995 30.6333 5109030017S
106.3503 31.0903 5113230008S
106.3906 31.1375 5113230012S
105.7033 31.2233 5113250029S
103.5545 30.0175 5114240005S
103.4739 30.0981 5114240028S
104.7058 29.3606 5103030003S
105.6539 31.1025 5107230007S
105.9814 26.8783 5224230005S
105.3933 26.8681 5224260011S
105.2131 26.7475 5224260013S
105.2617 26.7794 5224260032S
104.5642 26.8506 5224270005S
109.0597 35.0694 6102020020S
109.0728 35.0906 6102020021S
109.0583 35.0472 6102020022S
109.0606 35.0578 6102020023S
109.0847 35.0811 6102020012S
109.0856 35.0822 6102020013S
109.0906 35.04 6102020024S
109.0694 35.0608 6102020025S
109.0675 35.0594 6102020026S
109.0792 35.0731 6102020027S
103.0208 28.4239 5134360036S
102.9525 28.3753 5134360049S
102.9567 28.3358 5134360053S
103.1567 28.5842 5134360121S
103.7519 28.265 5134370014S
103.7319 28.2489 5134370016S
103.3778 28.3119 5134370033S
103.38 27.9708 5134370055S
101.665 31.8317 5132260008S
102.965 32.0839 5132280008S
103.3289 31.9608 5132280030S
103.2717 32.2967 5132280050S
102.2258 31.9039 5132290016S
102.0886 31.8853 5132290021S
101.6017 33.0017 5132310004S
99.3789 28.97 5133360003S
99.7958 28.9828 5133360017S
102.6667 26.6392 5134260045S
102.9339 28.4769 5134360116S
103.8339 28.37 5134370011S
106.9442 33.6189 6107290024S
106.9131 33.2961 6107290029S
106.9858 33.3472 6107290037S
106.9894 33.3258 6107290039S
106.9728 33.4275 6107290040S
106.9922 33.4219 6107290046S
106.9325 33.7456 6107290061S
106.9203 33.5164 6107290064S
106.9325 33.7456 6107290069S
106.9858 33.5192 6107290073S
106.8883 33.6397 6107290078S
106.9217 33.6019 6107290079S
106.9422 33.5964 6107290088S
106.9444 33.6181 6107290089S
106.9381 33.3056 6107290009S
106.9972 33.6222 6107290016S
107.2192 33.745 6107290018S
108.2636 28.68 5222280035S
108.5072 28.59 5222280038S
108.4528 28.3897 5222280040S
104.6286 24.7603 5223010015S
105.4106 25.4147 5223220003S
105.4694 25.5711 5223220012S
105.0953 25.4983 5223220024S
106.9811 33.7567 6107290122S
104.3308 30.5397 5101120252S
104.3294 30.5411 5101120256S
104.4486 30.6458 5101120275S
102.6081 27.4967 5101210149S
104.17 30.3794 5101220019S
104.2733 30.5142 5101120010S
104.3161 26.6683 5224270010S
104.6083 26.5383 5224270015S
108.1094 26.7272 5226010006S
108.8114 26.1144 5226310003S
108.205 25.8411 5226320003S
104.9558 25.5908 5223230040S
105.1508 25.8014 5223240012S
108.1597 26.1053 5226340001S
110.2561 37.4142 6108270001S
105.9933 31.1642 5113250041S
105.9814 31.0944 5113250061S
105.9614 30.9269 5113250073S
105.9672 31.0136 5113250081S
104.8361 28.5703 5115020009S
104.61 28.72 5115020032S
104.6311 28.8914 5115020041S
104.78 28.77 5115020048S
104.8361 28.6289 5115020055S
104.3839 28.5739 5115210008S
104.3678 28.4139 5115210018S
104.1347 30.3578 5101220035S
104.7758 29.3514 5103020002S
104.9678 29.2797 5103220013S
105.5164 28.0911 5105240008S
105.5197 27.9211 5105240011S
105.2881 27.8719 5105240013S
105.3503 28.3464 5105240018S
105.34 28.3542 5105240029S
105.6456 27.8583 5105240033S
104.6819 31.25 5106260010S
104.8583 31.6222 5107040009S
103.8439 28.385 5134370012S
103.7639 28.25 5134370020S
103.69 28.5358 5134370036S
103.4478 28.1069 5134370037S
103.1597 32.1447 5132280046S
103.1628 32.2567 5132280047S
102.2992 31.8736 5132290004S
102.022 31.76 5132290041S
102.0636 31.6667 5132290044S
100.9881 32.2689 5132300002S
101.125 30.9778 5133260025S
102.0208 31.7639 5132290039S
100.5014 30.6617 5133290029S
99.41 31.1939 5133310001S
100.3008 30.4758 5133340004S
99.8703 28.7361 5133360006S
99.2839 28.8189 5133380006S
102.6764 26.3617 5134260064S
103.1881 27.5614 5134300046S
103.0622 27.6208 5134300059S
103.1053 28.3025 5134360001S
103.125 28.3264 5134360007S
103.09 28.4989 5134360026S
102.9558 28.4167 5134360128S
103.73 28.2569 5134370017S
103.4519 28.1858 5134370026S
103.4669 27.96 5134370043S
105.8395 31.1061 5113250075S
105.9186 31.1411 5113250079S
103.0517 30.3892 5114240024S
104.2633 30.5297 5101120017S
104.2411 30.4733 5101120022S
104.3031 30.52 5101120288S
104.3753 30.5856 5101120303S
104.1681 30.3158 5101220027S
105.4517 27.7822 5105240024S
104.6169 31.3025 5106260009S
104.475 30.9769 5106810010S
104.2583 30.4956 5101120015S
103.7383 29.5242 5111020003S
107.0744 33.7989 6107290150S
106.9969 33.7128 6107290118S
107.0075 33.6611 6107290138S
107.1553 33.7478 6107290157S
106.3481 31.0131 5113230018S
105.972 31.1422 5113250022S
106.0058 31.04 5113250033S
105.8425 30.9258 5113250047S
103.2142 30.2097 5114220002S
104.4789 28.8836 5115020030S
104.7089 28.8506 5115020045S
106.63 30.9819 5113220001S
107.1603 33.7639 6107290158S
106.9811 33.7706 6107290008S
106.9253 33.3622 6107290025S
106.9525 33.3147 6107290033S
106.3381 30.9936 5113230002S
106.9828 33.3656 6107290044S
105.7622 30.9461 5113250004S
104.3008 30.5872 5101120283S
104.2631 30.4967 5101120289S
103.8981 30.5133 5101220004S
104.8428 29.2419 5103110003S
105.4372 28.1083 5105240031S
104.4878 30.9389 5106810006S
107.5178 31.3469 5117020101S
107.5622 31.1456 5117210014S
103.1411 29.9467 5118020002S
103.0167 30.3158 5118260004S
103.0875 30.4597 5118260014S
102.9197 30.0908 5118260017S
103.6228 32.7689 5132240008S
104.135 32.5908 5132240029S
102.1969 31.9039 5132290017S
102.1039 31.9169 5132290023S
101.8308 31.8339 5132290026S
105.1075 28.4619 5115230004S
104.6761 28.0383 5115270014S
104.9 28.1569 5115280027S
107.4342 31.2506 5117020082S
107.5292 31.3006 5117020092S
107.4628 31.205 5117020093S
107.4519 31.1919 5117020110S
107.5381 31.3892 5117020129S
107.515 31.3783 5117020130S
102.7611 29.7847 5118220005S
103.0547 30.2817 5118260002S
102.9969 30.4179 5118260052S
103.0336 30.4367 5118260058S
103.0211 30.4208 5118260059S
105.0578 28.4272 5115230002S
104.4153 28.0361 5115270003S
104.6447 28.005 5115270022S
107.4892 31.4064 5117020036S
107.4314 31.3056 5117020114S
103.097 30.4711 5118260006S
102.9892 30.3178 5118260047S
102.9947 30.3631 5118260057S
103.5867 32.6233 5132240032S
108.3472 37.3261 6106260075S
108.8861 37.3431 6106260076S
109.2031 36.7033 6106240020S
109.1989 36.6733 6106240054S
109.0961 37.1381 6106240042S
109.3825 36.9869 6106240014S
109.3531 37.0086 6106240011S
109.0122 34.0183 6102020028S
109.0431 38.1472 6102020029S
109.0389 35.1469 6102020030S
109.3517 32.5397 6109260185S
109.43 32.5347 6109260179S
109.4167 32.4778 6109260199S
109.0558 32.5553 6109260201S
109.4186 32.4653 6109260183S
109.0425 35.1381 6102020031S
109.0169 35.1108 6102020032S
109.0197 35.1083 6102020033S
109.0383 35.0886 6102020034S
109.0478 35.0789 6102020035S
109.0489 35.0747 6102020036S
103.3961 30.2711 5101310021S
103.4386 30.2075 5101310025S
103.3689 30.2642 5101310026S
103.6278 30.2361 5101310045S
104.7825 31.3197 5107030005S
105.9775 32.7661 5108120003S
105.5886 30.4147 5109030002S
105.4986 30.5911 5109030032S
105.36 30.3997 5109040004S
105.9611 31.0164 5113250008S
105.7778 31.0342 5113250055S
105.7528 30.9872 5113250056S
105.8678 31.1483 5113250068S
105.802 31.2197 5113250076S
103.3478 30.0442 5114240010S
104.0908 28.8189 5115210017S
104.5222 28.1956 5115270001S
104.7175 28.0789 5115270016S
105.0981 28.2536 5115280001S
104.9975 28.2256 5115280023S
104.5181 28.8153 5115020034S
104.8381 28.6264 5115020056S
105.0689 28.6239 5115230016S
103.5019 28.1639 5134370029S
105.9075 28.115 5105250001S
105.7614 27.7419 5105250002S
105.7997 28.0881 5105250009S
104.9564 30.7764 5106230005S
104.7411 31.2689 5106230007S
105.0358 30.715 5106230010S
106.0492 32.2322 5108210005S
103.5967 31.0506 5101810003S
103.5417 30.8211 5101810007S
103.5517 30.8633 5101810014S
103.2408 30.2758 5101830009S
104.49 29.53 5103210040S
104.44 29.57 5103210047S
104.29 29.55 5103210053S
104.31 29.56 5103210054S
104.32 29.53 5103210056S
104.26 29.63 5103210057S
104.25 29.63 5103210060S
104.25 29.61 5103210064S
104.21 29.58 5103210067S
98.8253 31.2783 5133310009S
99.7997 29.7464 5133340001S
99.7969 28.9628 5133360014S
99.3906 28.9178 5133380012S
104.7 28.84 5115020026S
104.52 28.8217 5115020035S
104.6719 28.7411 5115020037S
104.6069 28.8936 5115020044S
104.79 28.91 5115020058S
104.3758 28.9739 5115210013S
104.7567 28.0994 5115270009S
106.7389 22.2164 4514230032S
109.8936 29.5106 4308224331S
110.5739 29.4856 4308224358S
112.4061 28.5358 4309030016S
112.1531 26.87 4304220066S
112.1667 26.85 4304220090S
112.5736 27.3858 4304231112S
112.5856 27.3419 4304231115S
112.9483 27.3589 4304240003S
113.0364 27.0819 4304240014S
112.8281 26.9569 4304240024S
113.1203 26.8581 4304240036S
112.8914 27.1756 4304240056S
113.1636 27.1458 4304240057S
113.1153 26.8522 4304240072S
106.7978 22.0003 4514810014S
106.8081 21.9867 4514810015S
106.8047 21.9847 4514810016S
106.7922 22.0861 4514810017S
106.8106 22.0092 4514810018S
106.7878 22.1161 4514810019S
106.8106 22.0086 4514810020S
106.8103 22.0083 4514810021S
106.6856 22.0031 4514810022S
106.9167 22.0467 4514810023S
109.2144 34.165 6101221013S
120.4381 28.9861 3307270005S
120.5469 28.9375 3307270010S
107.0039 22.8869 4514250019S
107.3453 23.2425 4514250020S
106.9481 22.9878 4514250021S
108.5842 24.8606 4512250015S
104.69 28.4161 5115260008S
104.8339 28.0433 5115260009S
103.3489 28.8989 5111330007S
106.6678 31.3592 5113240003S
106.395 31.5164 5113240006S
106.3969 31.5203 5113240010S
103.2347 29.6047 5114230006S
103.1953 29.9106 5114230007S
103.3286 29.9239 5114230010S
103.2886 29.7108 5114230011S
103.1958 29.7083 5114230013S
102.9892 29.5742 5114230015S
103.8331 29.7347 5114250003S
103.8331 29.7486 5114250004S
103.7925 29.7325 5114250007S
104.9636 28.2969 5115240002S
104.9489 28.3683 5115240005S
104.8042 28.4517 5115240010S
104.6836 28.4533 5115240018S
104.8239 28.5472 5115240019S
104.8239 28.5475 5115240020S
104.6664 28.1842 5115260003S
104.7089 28.3183 5115260004S
106.9636 24.1217 4512270024S
107.0247 24.1517 4512270025S
103.49 23.9914 4512270026S
107.0336 24.1389 4512270027S
103.3625 23.8481 4512270028S
103.4758 28.3778 5134370034S
103.4758 28.0169 5134370044S
103.13 28.3408 5134360006S
102.9281 28.2708 5134360031S
103.0139 28.2008 5134360065S
103.0867 28.5625 5134360107S
103.735 28.4958 5134370013S
101.9178 32.22 5132290049S
101.8228 32.2183 5132290070S
101.75 32.91 5132310003S
100.1683 30.7903 5133290003S
100.2122 30.6294 5133290005S
100.3206 31.155 5133290014S
100.3008 30.4758 5133340005S
99.5047 28.4747 5133380002S
103.0494 27.7694 5134300021S
103.08 27.4067 5134300064S
102.91 28.2567 5134360029S
103.0692 28.1442 5134360074S
103.2239 28.1619 5134360079S
102.9817 28.2767 5134360102S
103.6258 28.3208 5134370005S
103.8508 28.3439 5134370023S
100.2122 30.6294 5133290004S
99.5995 31.28 5133310010S
99.8506 28.7956 5133360020S
99.8828 28.7775 5133360025S
99.3042 28.6186 5133380009S
102.6325 26.6192 5134260069S
102.6019 27.3478 5134280005S
122.3892 37.1994 3710820005S
104.5764 28.0989 5115270018S
107.53 31.3075 5117020002S
107.4714 31.2906 5117020008S
107.4856 31.4017 5117020084S
107.9675 31.0669 5117210009S
103.0511 30.3331 5118260003S
102.9547 30.1542 5118260029S
103.0125 30.4017 5118260053S
102.2856 31.8553 5132290006S
101.9078 31.8178 5132290030S
100.2806 30.6467 5133290015S
100.2403 30.9231 5133290021S
100.1792 30.8814 5133290025S
99.2547 28.4194 5133380014S
99.3375 28.9442 5133380017S
102.6375 26.5356 5134260003S
102.655 26.5544 5134260006S
102.5939 26.3964 5134260041S
102.5125 26.435 5134260053S
102.6344 27.4967 5134280013S
103.272 27.6678 5134300007S
103.3625 27.7344 5134300034S
103.2058 27.55 5134300045S
103.2181 27.5853 5134300053S
103.4369 31.5625 5132280034S
101.9892 31.8772 5132290031S
101.9908 31.7639 5132290043S
101.9522 30.0867 5133210002S
100.1842 31.455 5133290023S
106.9433 22.9883 4514250022S
107.1778 23.3097 4514250023S
107.0975 22.9828 4514250024S
120.555 28.9672 3307270018S
120.4022 28.8972 3307270026S
120.4858 28.9208 3307270028S
120.7306 29.2183 3307270029S
120.6772 29.1347 3307270030S
120.6508 29.2361 3307270031S
120.5814 29.1828 3307270033S
120.2858 28.0789 3311210005S
82.0086 42.1975 6529221006S
83.43 42.4747 6529231000S
83.4097 42.4642 6529231001S
113.2253 28.3722 4301210111S
113.1847 28.3433 4301210117S
112.8522 27.5328 4303210064S
112.3 26.69 4304220030S
112.36 26.81 4304220081S
112.23 26.82 4304220093S
107.3594 32.3178 5119210004S
106.7539 32.1692 5119220008S
103.3583 30.1172 5118210007S
102.9106 29.2675 5118230002S
102.6967 29.3461 5118230010S
102.6425 29.4006 5118230014S
102.7186 29.3367 5118230021S
